"@timestamp","host.hostname","event.action","event.module","file.owner","file.path","file.size","file.type","process.args"
"Oct 26, 2022 @ 01:35:59.922",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/helppopup.r4ns0mE.r4ns0mE","1,208",file,"-"
"Oct 26, 2022 @ 01:35:59.921",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/main.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.917",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/main.r4ns0mE.r4ns0mE","9,883",file,"-"
"Oct 26, 2022 @ 01:35:59.911",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/global.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.907",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/global.r4ns0mE.r4ns0mE","3,814",file,"-"
"Oct 26, 2022 @ 01:35:59.906",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/labels.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.902",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/labels.r4ns0mE.r4ns0mE","1,179",file,"-"
"Oct 26, 2022 @ 01:35:59.900",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/setup.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.897",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/setup.r4ns0mE.r4ns0mE","3,163",file,"-"
"Oct 26, 2022 @ 01:35:59.895",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/admin.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.892",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/admin.r4ns0mE.r4ns0mE","5,272",file,"-"
"Oct 26, 2022 @ 01:35:59.891",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/wwloader.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.887",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/wwloader.r4ns0mE.r4ns0mE",839,file,"-"
"Oct 26, 2022 @ 01:35:59.885",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/space-admin.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.882",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/space-admin.r4ns0mE.r4ns0mE","2,203",file,"-"
"Oct 26, 2022 @ 01:35:59.881",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/profile.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.878",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/profile.r4ns0mE.r4ns0mE","4,035",file,"-"
"Oct 26, 2022 @ 01:35:59.877",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/fixonly.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.873",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/fixonly.r4ns0mE.r4ns0mE","1,325",file,"-"
"Oct 26, 2022 @ 01:35:59.872",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/space.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.868",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/space.r4ns0mE.r4ns0mE","6,521",file,"-"
"Oct 26, 2022 @ 01:35:59.867",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/sudo.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.864",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/sudo.r4ns0mE.r4ns0mE","1,564",file,"-"
"Oct 26, 2022 @ 01:35:59.862",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/macrolibraries.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.859",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/macrolibraries.r4ns0mE.r4ns0mE","3,852",file,"-"
"Oct 26, 2022 @ 01:35:59.853",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/popup.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.850",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/popup.r4ns0mE.r4ns0mE",979,file,"-"
"Oct 26, 2022 @ 01:35:59.848",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/page.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.846",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/page.r4ns0mE.r4ns0mE","6,379",file,"-"
"Oct 26, 2022 @ 01:35:59.845",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/form-aui.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.842",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/form-aui.r4ns0mE.r4ns0mE","1,369",file,"-"
"Oct 26, 2022 @ 01:35:59.840",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/common-header.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.837",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/common-header.r4ns0mE.r4ns0mE","1,909",file,"-"
"Oct 26, 2022 @ 01:35:59.836",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/page-metadata.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.832",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/page-metadata.r4ns0mE.r4ns0mE",923,file,"-"
"Oct 26, 2022 @ 01:35:59.830",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/aui-header-primary.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.827",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/aui-header-primary.r4ns0mE.r4ns0mE",648,file,"-"
"Oct 26, 2022 @ 01:35:59.826",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/page-metadata-with-icons.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.822",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/page-metadata-with-icons.r4ns0mE.r4ns0mE","1,186",file,"-"
"Oct 26, 2022 @ 01:35:59.820",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/footer-content.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.816",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/footer-content.r4ns0mE.r4ns0mE","4,966",file,"-"
"Oct 26, 2022 @ 01:35:59.811",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/content-navigation.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.806",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/content-navigation.r4ns0mE.r4ns0mE","1,132",file,"-"
"Oct 26, 2022 @ 01:35:59.804",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/main-content-includes.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.801",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/main-content-includes.r4ns0mE.r4ns0mE",813,file,"-"
"Oct 26, 2022 @ 01:35:59.799",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/header.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.795",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/header.r4ns0mE.r4ns0mE","5,571",file,"-"
"Oct 26, 2022 @ 01:35:59.792",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/space-navigation.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.789",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/space-navigation.r4ns0mE.r4ns0mE","2,042",file,"-"
"Oct 26, 2022 @ 01:35:59.786",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/link-to-this-page.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.781",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/link-to-this-page.r4ns0mE.r4ns0mE","1,497",file,"-"
"Oct 26, 2022 @ 01:35:59.779",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/dashboard-navigation.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.774",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/dashboard-navigation.r4ns0mE.r4ns0mE",824,file,"-"
"Oct 26, 2022 @ 01:35:59.772",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/page-content-includes.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.768",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/page-content-includes.r4ns0mE.r4ns0mE",931,file,"-"
"Oct 26, 2022 @ 01:35:59.766",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/footerwithwarning.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.760",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/footerwithwarning.r4ns0mE.r4ns0mE",844,file,"-"
"Oct 26, 2022 @ 01:35:59.758",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/aui-header-secondary.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.752",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/aui-header-secondary.r4ns0mE.r4ns0mE",727,file,"-"
"Oct 26, 2022 @ 01:35:59.751",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/includes/footer.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.747",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/includes/footer.r4ns0mE.r4ns0mE",721,file,"-"
"Oct 26, 2022 @ 01:35:59.743",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/components/comments.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.740",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/components/comments.r4ns0mE.r4ns0mE","11,762",file,"-"
"Oct 26, 2022 @ 01:35:59.739",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/components/search-results.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.735",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/components/search-results.r4ns0mE.r4ns0mE","6,609",file,"-"
"Oct 26, 2022 @ 01:35:59.732",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/components/quickComments.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.727",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/components/quickComments.r4ns0mE.r4ns0mE","6,911",file,"-"
"Oct 26, 2022 @ 01:35:59.725",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/components/default-search-result-item.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.722",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/components/default-search-result-item.r4ns0mE.r4ns0mE","3,759",file,"-"
"Oct 26, 2022 @ 01:35:59.720",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/components/pagecomments.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.716",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/components/pagecomments.r4ns0mE.r4ns0mE",700,file,"-"
"Oct 26, 2022 @ 01:35:59.714",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/panels/configurable-confirm.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.711",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/panels/configurable-confirm.r4ns0mE.r4ns0mE","1,166",file,"-"
"Oct 26, 2022 @ 01:35:59.709",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/panels/spacecontentpanel.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.706",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/panels/spacecontentpanel.r4ns0mE.r4ns0mE","1,621",file,"-"
"Oct 26, 2022 @ 01:35:59.705",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/panels/spacetoolspanel.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.701",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/panels/spacetoolspanel.r4ns0mE.r4ns0mE","4,824",file,"-"
"Oct 26, 2022 @ 01:35:59.700",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/panels/confirm.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.696",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/panels/confirm.r4ns0mE.r4ns0mE",977,file,"-"
"Oct 26, 2022 @ 01:35:59.695",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/panels/menupanel.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.691",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/panels/menupanel.r4ns0mE.r4ns0mE",919,file,"-"
"Oct 26, 2022 @ 01:35:59.688",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/panels/success.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.685",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/panels/success.r4ns0mE.r4ns0mE","1,054",file,"-"
"Oct 26, 2022 @ 01:35:59.681",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/panels/basicpanel.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.676",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/panels/spaceadminpanel.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.676",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/panels/basicpanel.r4ns0mE.r4ns0mE",912,file,"-"
"Oct 26, 2022 @ 01:35:59.670",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/panels/spaceadminpanel.r4ns0mE.r4ns0mE","1,703",file,"-"
"Oct 26, 2022 @ 01:35:59.664",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/panels/warning.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.649",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/panels/warning.r4ns0mE.r4ns0mE","1,129",file,"-"
"Oct 26, 2022 @ 01:35:59.644",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/panels/alert.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.630",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/panels/alert.r4ns0mE.r4ns0mE",818,file,"-"
"Oct 26, 2022 @ 01:35:59.628",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/decorators/panels/info.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.618",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/decorators/panels/info.r4ns0mE.r4ns0mE","1,048",file,"-"
"Oct 26, 2022 @ 01:35:59.614",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/warming/warm-page.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.611",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/warming/warm-page.r4ns0mE.r4ns0mE",977,file,"-"
"Oct 26, 2022 @ 01:35:59.610",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/META-INF/maven/com.atlassian.confluence/confluence-webapp/pom.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.605",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/META-INF/maven/com.atlassian.confluence/confluence-webapp/pom.r4ns0mE.r4ns0mE","29,133",file,"-"
"Oct 26, 2022 @ 01:35:59.585",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/errors/notfound.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.580",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/errors/notfound.r4ns0mE.r4ns0mE",709,file,"-"
"Oct 26, 2022 @ 01:35:59.576",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/ajax/htmlwrapper.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.573",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/ajax/htmlwrapper.r4ns0mE.r4ns0mE",819,file,"-"
"Oct 26, 2022 @ 01:35:59.571",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/ajax/simpleresponse.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.568",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/ajax/simpleresponse.r4ns0mE.r4ns0mE",684,file,"-"
"Oct 26, 2022 @ 01:35:59.566",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/content/render/xhtml/preview-macro-template.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:59.379",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/content/render/xhtml/preview-macro-template.r4ns0mE.r4ns0mE","1,338",file,"-"
"Oct 26, 2022 @ 01:35:59.245",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/includes/alert-locked.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:58.888",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/includes/alert-locked.r4ns0mE.r4ns0mE",599,file,"-"
"Oct 26, 2022 @ 01:35:58.876",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/includes/network-macro.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:58.873",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/includes/network-macro.r4ns0mE.r4ns0mE","2,922",file,"-"
"Oct 26, 2022 @ 01:35:58.871",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/includes/common-listdecorators.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:58.869",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/includes/common-listdecorators.r4ns0mE.r4ns0mE","2,844",file,"-"
"Oct 26, 2022 @ 01:35:58.867",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/includes/alert-anonymous.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:58.864",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/includes/alert-anonymous.r4ns0mE.r4ns0mE","1,036",file,"-"
"Oct 26, 2022 @ 01:35:58.862",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/includes/common-editdecorator.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:58.859",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/includes/common-editdecorator.r4ns0mE.r4ns0mE","1,394",file,"-"
"Oct 26, 2022 @ 01:35:58.858",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/includes/skiplinked-section.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:58.855",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/includes/skiplinked-section.r4ns0mE.r4ns0mE",822,file,"-"
